prospect_id,prospect_candidate_code,prospect_candidate_status,prospect_application_date
899,15934,Encaminhado ao Requisitante,13-06-2019
899,15920,Encaminhado ao Requisitante,12-06-2019
899,15899,Encaminhado ao Requisitante,11-06-2019
899,10591,Encaminhado ao Requisitante,18-06-2019
899,14043,Encaminhado ao Requisitante,14-06-2019
899,14030,Encaminhado ao Requisitante,12-06-2019
899,12499,Encaminhado ao Requisitante,19-06-2019
899,5833,Encaminhado ao Requisitante,12-06-2019
899,16062,Encaminhado ao Requisitante,25-06-2019
899,15898,Entrevista com Cliente,11-06-2019
8990,35250,Não Aprovado pelo Cliente,11-04-2022
8991,12667,Prospect,03-05-2022
8991,23143,Prospect,03-05-2022
8991,2229,Prospect,03-05-2022
8991,34118,Encaminhado ao Requisitante,04-05-2022
8991,25159,Prospect,03-05-2022
8991,25149,Prospect,03-05-2022
8991,23217,Prospect,03-05-2022
8991,22764,Prospect,03-05-2022
8991,18181,Prospect,03-05-2022
8991,17925,Prospect,03-05-2022
8991,3178,Prospect,03-05-2022
8992,19440,Encaminhado ao Requisitante,13-05-2022
8992,33182,Prospect,06-05-2022
8992,14655,Encaminhado ao Requisitante,10-06-2022
8993,32357,Encaminhado ao Requisitante,14-04-2022
8993,9516,Prospect,18-04-2022
8993,16788,Prospect,18-04-2022
8993,35776,Encaminhado ao Requisitante,03-05-2022
8993,33165,Prospect,12-04-2022
8995,34008,Encaminhado ao Requisitante,11-04-2022
8995,29097,Encaminhado ao Requisitante,11-04-2022
8996,26589,Prospect,02-05-2022
8996,36176,Encaminhado ao Requisitante,17-05-2022
8996,36152,Não Aprovado pelo RH,16-05-2022
8996,14888,Não Aprovado pelo RH,02-05-2022
8996,26013,Prospect,02-05-2022
8996,34072,Prospect,02-05-2022
8996,32603,Encaminhado ao Requisitante,02-05-2022
8996,33715,Prospect,02-05-2022
8997,301,Encaminhado ao Requisitante,12-04-2022
8997,14045,Prospect,11-04-2022
8998,30399,Encaminhado ao Requisitante,12-04-2022
8998,34366,Encaminhado ao Requisitante,12-04-2022
8998,32674,Contratado pela Decision,13-04-2022
8999,35384,Encaminhado ao Requisitante,25-04-2022
8999,32413,Encaminhado ao Requisitante,31-05-2022
90,12867,Encaminhado ao Requisitante,23-01-2019
900,16064,Encaminhado ao Requisitante,25-06-2019
900,15919,Entrevista com Cliente,12-06-2019
900,15897,Desistiu,11-06-2019
900,15985,Encaminhado ao Requisitante,18-06-2019
9000,22922,Contratado pela Decision,28-04-2022
9000,35683,Contratado pela Decision,28-04-2022
9000,35684,Contratado pela Decision,28-04-2022
9000,36066,Contratado pela Decision,12-05-2022
9000,35688,Aprovado,28-04-2022
9000,35689,Contratado pela Decision,28-04-2022
9000,35690,Contratado pela Decision,28-04-2022
9000,36065,Contratado pela Decision,12-05-2022
9000,35686,Contratado pela Decision,28-04-2022
9000,35833,Contratado pela Decision,04-05-2022
9001,35595,Prospect,25-04-2022
9001,35363,Encaminhado ao Requisitante,12-04-2022
9001,35361,Encaminhado ao Requisitante,12-04-2022
9003,13577,Encaminhado ao Requisitante,14-04-2022
9004,17383,Encaminhado ao Requisitante,14-04-2022
9004,12127,Prospect,14-04-2022
9008,10723,Prospect,18-04-2022
9010,21055,Prospect,18-04-2022
9010,19970,Prospect,18-04-2022
9010,1859,Prospect,18-04-2022
9011,35379,Prospect,13-04-2022
9011,35587,Prospect,25-04-2022
9011,45329,Encaminhado ao Requisitante,25-04-2022
9011,35345,Prospect,19-04-2022
9012,35370,Encaminhado ao Requisitante,12-04-2022
9012,35358,Prospect,12-04-2022
9013,28356,Encaminhado ao Requisitante,12-04-2022
9014,34103,Encaminhado ao Requisitante,25-04-2022
9014,35629,Encaminhado ao Requisitante,26-04-2022
9014,1677,Inscrito,22-04-2022
9015,28937,Em avaliação pelo RH,25-04-2022
9015,1677,Inscrito,13-04-2022
9016,16101,Encaminhado ao Requisitante,14-04-2022
9017,36021,Prospect,10-05-2022
9017,35553,Não Aprovado pelo RH,22-04-2022
9017,10816,Não Aprovado pelo RH,18-04-2022
9017,7104,Prospect,06-05-2022
9017,35745,Não Aprovado pelo Cliente,02-05-2022
9018,35383,Prospect,13-04-2022
9018,35365,Encaminhado ao Requisitante,12-04-2022
9018,35364,Encaminhado ao Requisitante,12-04-2022
9018,35106,Contratado pela Decision,12-04-2022
9018,35100,Desistiu,12-04-2022
9019,29636,Prospect,13-04-2022
9019,11466,Não Aprovado pelo Cliente,14-04-2022
9019,137,Desistiu da Contratação,23-05-2022
9019,10904,Não Aprovado pelo Cliente,19-04-2022
9019,16042,Prospect,20-04-2022
9019,35506,Desistiu,20-04-2022
9019,35372,Prospect,13-04-2022
9019,32169,Não Aprovado pelo Cliente,24-05-2022
9019,27956,Entrevista Técnica,23-05-2022
9019,24490,Desistiu,16-05-2022
9020,15041,Encaminhado ao Requisitante,02-05-2022
9020,16862,Prospect,25-04-2022
9020,21310,Encaminhado ao Requisitante,19-04-2022
9021,14780,Encaminhado ao Requisitante,14-04-2022
9021,35425,Não Aprovado pelo Cliente,18-04-2022
9021,35596,Encaminhado ao Requisitante,25-04-2022
9022,1677,Inscrito,13-04-2022
9022,15100,Encaminhado ao Requisitante,25-04-2022
9023,1290,Não Aprovado pelo Requisitante,22-04-2022
9023,18908,Não Aprovado pelo Requisitante,09-05-2022
9023,20083,Prospect,09-05-2022
9023,30699,Prospect,09-05-2022
9025,1677,Inscrito,13-04-2022
9025,35473,Encaminhado ao Requisitante,20-04-2022
9026,1677,Inscrito,13-04-2022
9027,13999,Prospect,19-05-2022
9027,36293,Prospect,19-05-2022
9027,36326,Prospect,20-05-2022
9027,36015,Prospect,10-05-2022
9027,36019,Prospect,10-05-2022
9027,36022,Prospect,10-05-2022
9027,36029,Prospect,10-05-2022
9027,36223,Prospect,18-05-2022
9027,36232,Prospect,19-05-2022
9027,36284,Prospect,19-05-2022
9027,23118,Prospect,19-05-2022
9027,36336,Prospect,20-05-2022
9027,36018,Prospect,10-05-2022
9027,37206,Prospect,27-06-2022
9028,16847,Não Aprovado pelo RH,18-04-2022
9028,186,Encaminhado ao Requisitante,26-04-2022
9028,138,Desistiu,20-04-2022
9028,4277,Entrevista com Cliente,13-04-2022
9028,35849,Prospect,04-05-2022
9028,34316,Encaminhado ao Requisitante,25-04-2022
9028,12784,Desistiu,20-04-2022
9029,35721,Não Aprovado pelo Cliente,29-04-2022
9029,35709,Não Aprovado pelo RH,29-04-2022
9029,35691,Não Aprovado pelo RH,28-04-2022
9029,35400,Em avaliação pelo RH,14-04-2022
9029,35398,Em avaliação pelo RH,14-04-2022
9029,35385,Em avaliação pelo RH,13-04-2022
9029,24034,Prospect,09-06-2022
9029,19488,Não Aprovado pelo Cliente,13-04-2022
903,3172,Encaminhado ao Requisitante,12-06-2019
9032,34057,Não Aprovado pelo RH,26-04-2022
9032,41431,Prospect,01-03-2023
9032,41558,Prospect,07-02-2023
9034,37316,Prospect,01-07-2022
9035,37262,Sem interesse nesta vaga,29-06-2022
904,14215,Não Aprovado pelo Cliente,12-06-2019
904,15908,Não Aprovado pelo Cliente,12-06-2019
9040,35451,Prospect,18-04-2022
9040,35487,Prospect,19-04-2022
9040,35497,Encaminhado ao Requisitante,19-04-2022
9040,35527,Encaminhado ao Requisitante,20-04-2022
9040,35486,Prospect,19-04-2022
9041,35456,Prospect,18-04-2022
9041,35453,Prospect,18-04-2022
9041,35756,Entrevista com Cliente,02-05-2022
9041,35755,Prospect,02-05-2022
9041,35754,Entrevista com Cliente,02-05-2022
9041,35687,Prospect,28-04-2022
9041,35685,Não Aprovado pelo Cliente,28-04-2022
9041,35682,Não Aprovado pelo Cliente,28-04-2022
9041,35452,Prospect,18-04-2022
9041,35454,Contratado como Hunting,18-04-2022
9042,35386,Prospect,13-04-2022
9042,35388,Prospect,13-04-2022
9042,35389,Prospect,13-04-2022
9042,35390,Prospect,13-04-2022
9042,35396,Desistiu,14-04-2022
9042,35418,Prospect,18-04-2022
9042,35376,Prospect,13-04-2022
9042,25377,Entrevista Técnica,13-04-2022
9042,26029,Prospect,14-04-2022
9042,29395,Encaminhado ao Requisitante,13-04-2022
9042,29702,Encaminhado ao Requisitante,18-05-2022
9042,29758,Prospect,13-04-2022
9042,29914,Prospect,13-04-2022
9042,29919,Encaminhado ao Requisitante,13-04-2022
9042,35422,Prospect,18-04-2022
9042,35423,Prospect,18-04-2022
9042,36169,Prospect,17-05-2022
9042,35429,Prospect,18-04-2022
9042,35428,Prospect,18-04-2022
9042,36330,Prospect,20-05-2022
9042,36197,Prospect,18-05-2022
9042,36120,Prospect,13-05-2022
9042,36168,Prospect,17-05-2022
9042,36170,Prospect,17-05-2022
9042,35551,Encaminhado ao Requisitante,13-05-2022
9043,25395,Prospect,14-04-2022
9044,35374,Contratado pela Decision,13-04-2022
9046,38713,Prospect,01-02-2023
9046,41456,Prospect,01-02-2023
9049,32235,Encaminhado ao Requisitante,18-04-2022
9049,35406,Prospect,14-04-2022
9049,15042,Prospect,18-04-2022
905,15976,Encaminhado ao Requisitante,18-06-2019
905,15933,Encaminhado ao Requisitante,14-06-2019
905,15,Encaminhado ao Requisitante,13-06-2019
905,15977,Encaminhado ao Requisitante,18-06-2019
9052,10723,Encaminhado ao Requisitante,18-04-2022
9052,23892,Prospect,14-04-2022
9052,14715,Prospect,18-04-2022
9054,12771,Encaminhado ao Requisitante,13-04-2022
9054,35417,Encaminhado ao Requisitante,18-04-2022
9054,34274,Encaminhado ao Requisitante,13-04-2022
9055,35603,Contratado pela Decision,25-04-2022
9055,16862,Não Aprovado pelo Cliente,26-04-2022
9056,18054,Prospect,13-04-2022
9056,13025,Não Aprovado pelo RH,14-04-2022
9056,12900,Encaminhado ao Requisitante,20-04-2022
9057,29636,Prospect,14-04-2022
9057,16565,Contratado pela Decision,27-04-2022
9057,13577,Encaminhado ao Requisitante,14-04-2022
9057,10723,Encaminhado ao Requisitante,18-04-2022
9057,395,Encaminhado ao Requisitante,14-04-2022
9058,11555,Encaminhado ao Requisitante,13-04-2022
9058,12918,Contratado pela Decision,14-04-2022
9058,31121,Encaminhado ao Requisitante,13-04-2022
9058,950,Prospect,18-04-2022
906,14297,Não Aprovado pelo Requisitante,19-06-2019
906,15965,Não Aprovado pelo Cliente,17-06-2019
9061,13025,Prospect,14-04-2022
9061,16828,Encaminhado ao Requisitante,14-04-2022
9061,33205,Prospect,14-04-2022
9061,35405,Encaminhado ao Requisitante,14-04-2022
9061,35412,Inscrito,16-04-2022
9061,35416,Inscrito,18-04-2022
9061,35431,Inscrito,18-04-2022
9063,33864,Prospect,18-04-2022
9064,35726,Encaminhado ao Requisitante,29-04-2022
9064,35725,Encaminhado ao Requisitante,29-04-2022
9064,35618,Prospect,26-04-2022
9064,33731,Prospect,19-04-2022
9064,28948,Prospect,29-04-2022
9064,7565,Prospect,18-04-2022
9066,35786,Prospect,03-05-2022
9066,21829,Contratado pela Decision,05-05-2022
9066,16828,Encaminhado ao Requisitante,19-04-2022
9066,13025,Encaminhado ao Requisitante,14-04-2022
9067,16268,Desistiu,18-04-2022
9067,29636,Encaminhado ao Requisitante,14-04-2022
9067,30557,Encaminhado ao Requisitante,18-04-2022
9069,12386,Encaminhado ao Requisitante,18-04-2022
9069,31624,Encaminhado ao Requisitante,19-04-2022
9069,932,Encaminhado ao Requisitante,14-04-2022
907,16170,Encaminhado ao Requisitante,03-07-2019
907,16169,Não Aprovado pelo Cliente,02-07-2019
9070,12386,Prospect,14-04-2022
9071,31624,Encaminhado ao Requisitante,19-04-2022
9071,30212,Encaminhado ao Requisitante,14-04-2022
9072,33070,Prospect,19-04-2022
9072,31951,Prospect,19-04-2022
9072,35459,Prospect,19-04-2022
9072,33148,Encaminhado ao Requisitante,19-04-2022
9073,35405,Encaminhado ao Requisitante,18-04-2022
9076,35891,Em avaliação pelo RH,04-05-2022
9076,16053,Encaminhado ao Requisitante,02-05-2022
9076,35892,Em avaliação pelo RH,04-05-2022
9077,35607,Prospect,21-06-2022
9077,11908,Encaminhado ao Requisitante,17-06-2022
9078,22371,Encaminhado ao Requisitante,26-04-2022
9078,36234,Encaminhado ao Requisitante,19-05-2022
9078,35617,Encaminhado ao Requisitante,26-04-2022
9078,35607,Prospect,26-05-2022
9078,18542,Encaminhado ao Requisitante,26-04-2022
9079,31910,Encaminhado ao Requisitante,25-04-2022
9079,20564,Encaminhado ao Requisitante,28-04-2022
9079,21603,Prospect,03-06-2022
9079,37207,Não Aprovado pelo RH,27-06-2022
9079,31825,Encaminhado ao Requisitante,28-04-2022
9079,35608,Encaminhado ao Requisitante,25-04-2022
9079,33325,Inscrito,17-05-2022
9079,36652,Prospect,03-06-2022
908,15483,Contratado pela Decision,13-06-2019
908,15928,Encaminhado ao Requisitante,13-06-2019
908,15923,Encaminhado ao Requisitante,13-06-2019
9080,14299,Prospect,20-05-2022
9081,34172,Prospect,11-05-2022
9081,25883,Prospect,18-04-2022
9081,24103,Prospect,18-04-2022
9081,21783,Prospect,18-04-2022
9081,36227,Encaminhado ao Requisitante,09-06-2022
9082,15425,Prospect,28-06-2022
9082,36054,Prospect,11-05-2022
9082,25664,Encaminhado ao Requisitante,18-04-2022
9082,36051,Encaminhado ao Requisitante,11-05-2022
9082,23163,Prospect,11-05-2022
9082,37255,Prospect,28-06-2022
9083,35892,Prospect,04-05-2022
9083,35891,Prospect,04-05-2022
9083,32495,Não Aprovado pelo Requisitante,20-04-2022
9083,12515,Encaminhado ao Requisitante,20-04-2022
9083,1536,Não Aprovado pelo Cliente,20-04-2022
9084,14955,Prospect,18-04-2022
9085,35461,Contratado como Hunting,19-04-2022
9085,35460,Entrevista Técnica,19-04-2022
9085,35429,Não Aprovado pelo Cliente,25-04-2022
9085,35520,Encaminhado ao Requisitante,20-04-2022
9085,35396,Encaminhado ao Requisitante,26-04-2022
9085,16604,Prospect,28-04-2022
9085,35420,Encaminhado ao Requisitante,18-04-2022
9085,35551,Entrevista Técnica,22-04-2022
9085,17373,Prospect,25-04-2022
9085,35560,Prospect,22-04-2022
9085,35554,Prospect,22-04-2022
9085,35710,Prospect,29-04-2022
9085,35822,Prospect,03-05-2022
9085,35635,Encaminhado ao Requisitante,26-04-2022
9085,35886,Prospect,04-05-2022
9085,35759,Encaminhado ao Requisitante,02-05-2022
9085,35582,Prospect,25-04-2022
9085,35580,Desistiu,25-04-2022
9085,35575,Desistiu,25-04-2022
9085,35573,Prospect,25-04-2022
9085,35562,Encaminhado ao Requisitante,22-04-2022
9085,35584,Prospect,25-04-2022
9086,35468,Prospect,19-04-2022
9086,3464,Prospect,04-05-2022
9086,12994,Desistiu,29-04-2022
9086,21228,Contratado como Hunting,12-05-2022
9086,35464,Contratado como Hunting,19-04-2022
9086,35466,Prospect,19-04-2022
9086,35467,Prospect,19-04-2022
9086,35470,Prospect,19-04-2022
9086,35131,Prospect,09-05-2022
9086,35556,Entrevista Técnica,22-04-2022
9086,35961,Prospect,09-05-2022
9086,36611,Encaminhado ao Requisitante,01-06-2022
9086,35555,Prospect,22-04-2022
9086,35850,Prospect,04-05-2022
9086,35834,Entrevista Técnica,04-05-2022
9086,35924,Prospect,06-05-2022
9086,35743,Encaminhado ao Requisitante,02-05-2022
9086,35699,Desistiu,29-04-2022
9086,35653,Encaminhado ao Requisitante,28-04-2022
9086,35579,Encaminhado ao Requisitante,25-04-2022
9086,35829,Prospect,03-05-2022
9087,35903,Prospect,05-05-2022
9087,35902,Prospect,05-05-2022
9087,35901,Prospect,05-05-2022
9087,35897,Prospect,05-05-2022
9087,35904,Prospect,05-05-2022
9088,4466,Prospect,13-05-2022
9088,39383,Prospect,14-09-2022
9088,39384,Encaminhado ao Requisitante,14-09-2022
9088,388,Contratado como Hunting,29-04-2022
9089,41325,Encaminhado ao Requisitante,23-01-2023
9089,41329,Prospect,23-01-2023
9089,41336,Prospect,24-01-2023
9089,41339,Prospect,24-01-2023
9089,41343,Prospect,24-01-2023
9089,41347,Encaminhado ao Requisitante,24-01-2023
9089,41348,Prospect,24-01-2023
9089,41364,Prospect,25-01-2023
9089,41363,Encaminhado ao Requisitante,25-01-2023
9089,41376,Prospect,26-01-2023
9089,41362,Prospect,25-01-2023
9089,41409,Prospect,31-01-2023
9089,41785,Prospect,22-02-2023
9089,41849,Prospect,27-02-2023
9089,41850,Prospect,27-02-2023
9089,41784,Prospect,22-02-2023
9089,41780,Prospect,22-02-2023
9089,41740,Prospect,16-02-2023
9089,41390,Prospect,27-01-2023
9089,41658,Prospect,13-02-2023
9089,41657,Prospect,13-02-2023
9089,41413,Prospect,31-01-2023
9089,41418,Prospect,31-01-2023
9089,41421,Prospect,31-01-2023
9089,41680,Prospect,14-02-2023
909,15178,Encaminhado ao Requisitante,12-06-2019
9090,1677,Entrevista Técnica,28-04-2022
9090,3016,Prospect,19-04-2022
9090,6648,Prospect,28-04-2022
9090,13086,Prospect,29-04-2022
9090,17068,Prospect,20-04-2022
9090,4864,Prospect,29-04-2022
9090,25517,Prospect,18-04-2022
9090,35712,Prospect,29-04-2022
9090,35704,Desistiu,29-04-2022
9090,35701,Prospect,29-04-2022
9090,23650,Prospect,29-04-2022
9090,35601,Prospect,25-04-2022
9090,35700,Contratado como Hunting,29-04-2022
9090,35589,Prospect,25-04-2022
9090,34252,Entrevista Técnica,04-05-2022
9090,35094,Entrevista Técnica,04-05-2022
9090,35588,Desistiu,25-04-2022
9091,36704,Não Aprovado pelo Requisitante,06-06-2022
9091,36214,Prospect,18-05-2022
9091,35591,Prospect,25-04-2022
9091,35713,Prospect,29-04-2022
9091,35715,Prospect,29-04-2022
9091,35716,Contratado como Hunting,29-04-2022
9091,35586,Prospect,28-04-2022
9092,35546,Prospect,22-04-2022
9092,26857,Prospect,27-04-2022
9092,27474,Prospect,18-04-2022
9092,33487,Prospect,06-05-2022
9092,33564,Prospect,02-05-2022
9092,33798,Prospect,25-04-2022
9092,34046,Prospect,28-04-2022
9092,34182,Prospect,28-04-2022
9092,35458,Não Aprovado pelo RH,19-04-2022
9092,26714,Prospect,28-04-2022
9092,35559,Prospect,22-04-2022
9092,35581,Prospect,25-04-2022
9092,35974,Prospect,09-05-2022
9092,36178,Prospect,17-05-2022
9092,36368,Prospect,23-05-2022
9092,35564,Prospect,22-04-2022
9092,35893,Prospect,05-05-2022
9092,35770,Prospect,03-05-2022
9092,35949,Prospect,09-05-2022
9092,35672,Prospect,28-04-2022
9092,35583,Prospect,25-04-2022
9092,35598,Encaminhado ao Requisitante,25-04-2022
9092,35607,Entrevista Técnica,31-05-2022
9092,35647,Prospect,27-04-2022
9092,35762,Não Aprovado pelo Requisitante,02-05-2022
9093,35571,Encaminhado ao Requisitante,22-04-2022
9093,31784,Prospect,29-04-2022
9093,35719,Prospect,29-04-2022
9093,36031,Prospect,10-05-2022
9093,36034,Prospect,10-05-2022
9093,36310,Prospect,20-05-2022
9093,35717,Prospect,29-04-2022
9093,35723,Prospect,29-04-2022
9094,35600,Prospect,25-04-2022
9094,35547,Prospect,22-04-2022
9095,13869,Encaminhado ao Requisitante,19-04-2022
9096,13950,Prospect,18-04-2022
9096,30589,Encaminhado ao Requisitante,20-04-2022
9096,27018,Encaminhado ao Requisitante,22-04-2022
9096,26942,Prospect,22-04-2022
9097,35437,Contratado pela Decision,18-04-2022
9099,13869,Prospect,15-06-2022
9099,12367,Desistiu da Contratação,15-06-2022
9099,2087,Contratado pela Decision,20-06-2022
9099,25906,Prospect,15-06-2022
91,12865,Encaminhado ao Requisitante,09-01-2019
910,15422,Encaminhado ao Requisitante,13-06-2019
910,672,Encaminhado ao Requisitante,13-06-2019
910,15922,Encaminhado ao Requisitante,13-06-2019
9100,27720,Desistiu da Contratação,29-04-2022
9100,21311,Prospect,25-04-2022
9100,8117,Prospect,19-04-2022
9100,35622,Não Aprovado pelo Cliente,27-04-2022
9101,35463,Encaminhado ao Requisitante,19-04-2022
9102,35651,Encaminhado ao Requisitante,27-04-2022
9102,29167,Desistiu,19-04-2022
9105,36653,Prospect,03-06-2022
9105,35935,Prospect,06-05-2022
9105,35502,Em avaliação pelo RH,20-04-2022
9105,15425,Encaminhado ao Requisitante,02-05-2022
9106,35528,Encaminhado ao Requisitante,20-04-2022
9107,1290,Encaminhado ao Requisitante,09-05-2022
9108,33342,Encaminhado ao Requisitante,25-04-2022
9108,23219,Encaminhado ao Requisitante,29-04-2022
9108,23165,Encaminhado ao Requisitante,25-04-2022
9109,11296,Em avaliação pelo RH,20-04-2022
9109,5741,Em avaliação pelo RH,20-04-2022
9109,7044,Em avaliação pelo RH,20-04-2022
9109,7441,Encaminhado ao Requisitante,27-04-2022
9109,14979,Não Aprovado pelo RH,20-04-2022
9109,16950,Encaminhado ao Requisitante,27-04-2022
9109,27356,Não Aprovado pelo RH,22-04-2022
9109,35524,Não Aprovado pelo RH,20-04-2022
9109,35565,Encaminhado ao Requisitante,22-04-2022
9109,35649,Inscrito,27-04-2022
9109,35658,Não Aprovado pelo RH,27-04-2022
9109,20249,Não Aprovado pelo RH,20-04-2022
911,15997,Encaminhado ao Requisitante,19-06-2019
911,15629,Encaminhado ao Requisitante,19-06-2019
9110,25906,Encaminhado ao Requisitante,20-04-2022
9112,35623,Encaminhado ao Requisitante,26-04-2022
9113,15402,Prospect,20-04-2022
9114,24631,Em avaliação pelo RH,20-04-2022
9114,24336,Em avaliação pelo RH,20-04-2022
9114,21168,Não Aprovado pelo RH,20-04-2022
9114,25400,Não Aprovado pelo Requisitante,20-04-2022
9114,23933,Desistiu,20-04-2022
9114,27345,Em avaliação pelo RH,20-04-2022
9114,35531,Não Aprovado pelo RH,20-04-2022
9114,27399,Em avaliação pelo RH,20-04-2022
9114,27412,Encaminhado ao Requisitante,20-04-2022
9114,35941,Encaminhado ao Requisitante,06-05-2022
9114,27427,Em avaliação pelo RH,20-04-2022
9114,27428,Em avaliação pelo RH,20-04-2022
9114,35626,Aprovado,26-04-2022
9114,27397,Não Aprovado pelo Cliente,22-04-2022
9115,35992,Prospect,09-05-2022
9115,35993,Prospect,09-05-2022
9115,36037,Prospect,10-05-2022
9115,28348,Contratado pela Decision,09-05-2022
9115,31784,Entrevista Técnica,03-05-2022
9115,26331,Prospect,10-05-2022
9115,35991,Prospect,09-05-2022
9115,17959,Prospect,10-05-2022
9115,31227,Prospect,04-05-2022
9115,35980,Prospect,09-05-2022
9115,31669,Prospect,27-04-2022
9115,35816,Prospect,03-05-2022
9115,34041,Prospect,11-05-2022
9115,23780,Prospect,09-05-2022
9115,35817,Prospect,03-05-2022
9115,36044,Prospect,10-05-2022
9115,36043,Prospect,10-05-2022
9115,36045,Prospect,10-05-2022
9115,35662,Desistiu,27-04-2022
9115,35738,Entrevista Técnica,02-05-2022
9115,35740,Prospect,02-05-2022
9115,35741,Prospect,02-05-2022
9115,35815,Prospect,03-05-2022
9115,35660,Desistiu,27-04-2022
9115,26327,Prospect,10-05-2022
9116,33501,Contratado pela Decision,20-04-2022
9116,33518,Contratado pela Decision,20-04-2022
9118,24738,Contratado pela Decision,28-04-2022
9119,33530,Contratado pela Decision,28-04-2022
912,14885,Encaminhado ao Requisitante,18-06-2019
9120,35367,Prospect,20-04-2022
9120,35393,Prospect,20-04-2022
9120,3093,Contratado pela Decision,28-04-2022
9120,35457,Prospect,20-04-2022
9121,35516,Contratado pela Decision,20-04-2022
9121,35539,Inscrito,20-04-2022
9122,32904,Contratado como Hunting,20-04-2022
9123,35526,Encaminhado ao Requisitante,20-04-2022
9123,35525,Entrevista com Cliente,20-04-2022
9124,35446,Encaminhado ao Requisitante,05-05-2022
9124,23348,Encaminhado ao Requisitante,14-06-2022
9124,21311,Não Aprovado pelo Cliente,25-04-2022
9124,16210,Prospect,26-04-2022
9124,22024,Prospect,07-06-2022
9125,34106,Contratado como Hunting,20-04-2022
9126,37132,Encaminhado ao Requisitante,23-06-2022
9126,36644,Inscrito,02-06-2022
9126,36494,Não Aprovado pelo Cliente,27-05-2022
9126,35939,Não Aprovado pelo Cliente,06-05-2022
9126,35928,Não Aprovado pelo Cliente,06-05-2022
9126,35543,Não Aprovado pelo Cliente,21-04-2022
9126,31499,Prospect,27-04-2022
9126,31196,Inscrito,25-04-2022
9126,29608,Prospect,12-05-2022
9126,36110,Prospect,13-05-2022
9126,31298,Prospect,27-04-2022
9126,36105,Prospect,13-05-2022
9126,21373,Não Aprovado pelo Cliente,26-04-2022
9126,24903,Não Aprovado pelo Cliente,13-05-2022
9126,11937,Não Aprovado pelo Cliente,03-05-2022
9127,36218,Prospect,18-05-2022
9127,35473,Não Aprovado pelo RH,22-04-2022
9127,30000,Prospect,16-05-2022
9127,22586,Prospect,23-05-2022
9127,22522,Prospect,16-05-2022
9127,20111,Prospect,16-05-2022
9127,19572,Prospect,16-05-2022
9127,14585,Não Aprovado pelo RH,23-05-2022
9127,9334,Prospect,23-05-2022
9127,1677,Inscrito,22-04-2022
9127,22532,Em avaliação pelo RH,16-05-2022
9128,36222,Prospect,18-05-2022
9128,35877,Prospect,04-05-2022
9128,35745,Prospect,26-05-2022
9128,35626,Encaminhado ao Requisitante,26-04-2022
9128,36361,Em avaliação pelo RH,23-05-2022
9129,37282,Prospect,29-06-2022
9129,35550,Inscrito,22-04-2022
9129,29797,Prospect,30-06-2022
9129,21311,Prospect,25-04-2022
9129,16101,Encaminhado ao Requisitante,26-04-2022
9129,7717,Prospect,23-06-2022
913,15297,Contratado pela Decision,13-06-2019
9131,35405,Prospect,25-04-2022
9131,13025,Encaminhado ao Requisitante,25-04-2022
9132,22709,Encaminhado ao Requisitante,25-04-2022
9132,19200,Inscrito,26-04-2022
9133,35622,Encaminhado ao Requisitante,26-04-2022
9133,35405,Encaminhado ao Requisitante,25-04-2022
9134,35828,Prospect,03-05-2022
9134,21228,Aprovado,25-04-2022
9134,25832,Prospect,25-04-2022
9134,35652,Não Aprovado pelo RH,27-04-2022
9134,35653,Não Aprovado pelo RH,27-04-2022
9134,35656,Desistiu,27-04-2022
9134,35661,Desistiu,27-04-2022
9134,35666,Entrevista Técnica,27-04-2022
9134,35742,Prospect,02-05-2022
9134,35824,Prospect,03-05-2022
9134,35825,Prospect,03-05-2022
9134,35826,Prospect,03-05-2022
9134,35827,Prospect,03-05-2022
9135,35605,Não Aprovado pelo RH,25-04-2022
9135,12711,Não Aprovado pelo RH,26-04-2022
9136,35625,Não Aprovado pelo RH,26-04-2022
9136,28710,Prospect,26-04-2022
9136,3185,Desistiu,26-04-2022
9136,950,Encaminhado ao Requisitante,10-06-2022
9137,35633,Prospect,26-04-2022
9137,35676,Prospect,28-04-2022
9138,35620,Encaminhado ao Requisitante,26-04-2022
9139,35651,Encaminhado ao Requisitante,27-04-2022
914,7101,Encaminhado ao Requisitante,24-06-2019
9140,25906,Encaminhado ao Requisitante,02-05-2022
9141,12386,Encaminhado ao Requisitante,03-05-2022
9143,27364,Inscrito,28-04-2022
9143,19697,Prospect,26-04-2022
9144,35855,Prospect,04-05-2022
9144,17536,Encaminhado ao Requisitante,28-04-2022
9144,1677,Inscrito,28-04-2022
9145,19501,Prospect,13-06-2022
9145,932,Encaminhado ao Requisitante,27-04-2022
9146,35619,Contratado pela Decision,26-04-2022
9147,35729,Inscrito,30-04-2022
9147,35714,Contratado pela Decision,29-04-2022
9147,35670,Inscrito,27-04-2022
9147,35663,Prospect,27-04-2022
9149,27359,Inscrito,01-05-2022
9150,35934,Encaminhado ao Requisitante,06-05-2022
9150,31564,Prospect,28-04-2022
9150,23433,Encaminhado ao Requisitante,28-04-2022
9150,1701,Prospect,28-04-2022
9152,30143,Não Aprovado pelo Cliente,26-04-2022
9152,21311,Encaminhado ao Requisitante,26-04-2022
9152,16101,Encaminhado ao Requisitante,26-04-2022
9152,5046,Encaminhado ao Requisitante,28-04-2022
9153,19231,Prospect,10-05-2022
